Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
MABA,GMDIERON,1,2,G000750,5,Luc Peelman|Bart Broeckx,"erfelijke aandoeningen|erfelijkheidsgraad|fokwaarde|selectie,  fokadvies",periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
MABA,GMDIERON,1,J,G000008,5,Edwin Claerebout|Pierre Dorny|Bruno Levecke|Hilde Van Meirhaeghe,parasitaire ziekten|dieren|epidemiologie|pathologie|diagnose|behandeling|controle|zoönosen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERON,1,J,G000743,5,Ingeborgh Polis|Eveline Capiau|Sylvie Daminet|Tiny De Keuster|Hilde De Rooster|Dominique Paepe|Pascale Smets|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Bernadette Van Ryssen|Ann Van Soom|Leen Verhaert,algemeen onderzoek|hond & kat|klinisch lichamelijk onderzoek,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERON,1,J,G000744,4,Bart Pardon|Annelies Decloedt|Jan Govaere|Geert Opsomer|Gunther van Loon,klinisch onderzoek|grote huisdieren|bloedonderzoek|bemonsteringstechnieken,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERON,1,J,G000745,3,Annelies Decloedt|Ann Martens|Dominique Paepe|Yves Samoy,klinische vaardigheden|klinisch onderzoek|verbanden en spalken|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
MABA,GMDIERON,1,J,G000746,5,Ann Martens|Frank Gasthuys|Maarten Oosterlinck|Frederik Pille|Stijn Schauvliege|Lieven Vlaminck,heelkunde|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,participatie|vaardigheidstest
MABA,GMDIERON,1,J,G000751,6,Koen Chiers|Leen Van Brantegem,orgaanpathologie|macroscopie|microscopie|pathogenese,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie
MABA,GMDIERON,2,1,G000752,6,Hilde De Rooster|Frank Gasthuys|Ann Martens|Frederik Pille|Ingeborgh Polis|Bernadette Van Ryssen|Lieven Vlaminck,heelkunde|anesthesie|orthopedie|weke delen chirurgie|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERON,2,1,G000753,5,Sylvie Daminet|Sofie Bhatti|Koen Chiers|Myriam Hesta|Dominique Paepe|Pascale Smets|Leen Van Brantegem|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Ann Van Soom,inwendige ziekten|gezelschapsdieren|hond|kat,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen,participatie|vaardigheidstest
MABA,GMDIERON,2,1,G000754,4,Gunther van Loon|Koen Chiers|Laurence Lefère|Bart Pardon|Leen Van Brantegem,inwendige ziekten|grote huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
MABA,GMDIERON,2,1,G000755,4,Geert Opsomer|Peter Daels|Jan Govaere|Dominiek Maes,voortplanting|verloskunde|grote huisdieren.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERON,2,1,G000756,4,Sarne De Vliegher|Piet Vanthemsche,"(beroeps)aansprakelijkheid|dierengezondheid|dierenwelzijn|epidemiologische bewaking|(gerechtelijke) expertise|gerechtelijke organisatie|handel in dieren|identificatie en registratie van dieren|orde der dierenartsen|plichtenleer|tuchtrecht|beroepsethiek|ethiek|proefdier|voedselveiligheid|zoönose|diergeneesmiddel|tariefbepaling|boekhouding|swot-analyse|businessplan|balans|resultatenrekening|btw,",periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,
MABA,GMDIERON,2,1,G000757,4,An Garmyn|Kris Baert|Gunther Antonissen|Tom Hellebuyck|Katleen Hermans,infectieuze en niet-infectieuze ziekten|vogels|bijzondere dieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERON,2,1,G000758,3,Annelies Decloedt|Peter Daels|Hilde De Rooster|Jan Govaere|Geert Opsomer|Ingeborgh Polis|Stijn Schauvliege|Katrien Vanderperren|Lieven Vlaminck,klinische vaardigheden|anesthesie|chirurgie|medische beeldvorming|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
MABA,GMDIERPA,1,1,G000219,5,Frank Pasmans|Chloë De Witte|Freddy Haesebrouck,bacteriële ziekten|zoönosen|huisdieren,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
MABA,GMDIERPA,1,1,G000238,5,Hans Nauwynck,virale ziekten|prionziekten|zoönosen|epizoötiologie|pathogenese|immuniteit|pathology|kliniek|diagnose|vaccinatie,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERPA,1,1,G000742,3,Eric Cox,immunopathologie|huisdieren|nutsdieren|overgevoeligheidsreacties|autoimmuunziekten|immunodeficiënties|immunomodulatie|transplantatie. onderzoek en valorisatie|wetenschappelijke integriteit|internationalisatie|multidisciplinariteit|maatschappelijke relevantie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,
MABA,GMDIERPA,1,1,G000747,5,Mathias Devreese|Siska Croubels,farmacologie|geneesmiddelenklassen|wetgeving geneesmiddelendepot|voorschriftenleer,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERPA,1,2,G000748,4,Siska Croubels|Gunther Antonissen,giftige planten|zware metalen|milieu- en voedsel/voedercontaminanten|giftige gassen|mycotoxines|insecticiden|pesticiden|herbiciden|diverse organische en anorganische gifstoffen|giftige voedingsmiddelen,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,GMDIERPA,1,2,G000749,5,Sarah Gabriël|Lynn Vanhaecke,chemische gevaren|keuring|controle|levensmiddelenhygiëne|levensmiddelenwetgeving|auditing|autocontrole|kwaliteitssystemen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|werkstuk|gedragsevaluatie op de werkvloer|verslag
MABA,GMDIERPA,1,2,G000750,5,Luc Peelman|Bart Broeckx,"erfelijke aandoeningen|erfelijkheidsgraad|fokwaarde|selectie,  fokadvies",periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
MABA,GMDIERPA,1,J,G000008,5,Edwin Claerebout|Pierre Dorny|Bruno Levecke|Hilde Van Meirhaeghe,parasitaire ziekten|dieren|epidemiologie|pathologie|diagnose|behandeling|controle|zoönosen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERPA,1,J,G000743,5,Ingeborgh Polis|Eveline Capiau|Sylvie Daminet|Tiny De Keuster|Hilde De Rooster|Dominique Paepe|Pascale Smets|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Bernadette Van Ryssen|Ann Van Soom|Leen Verhaert,algemeen onderzoek|hond & kat|klinisch lichamelijk onderzoek,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERPA,1,J,G000744,4,Bart Pardon|Annelies Decloedt|Jan Govaere|Geert Opsomer|Gunther van Loon,klinisch onderzoek|grote huisdieren|bloedonderzoek|bemonsteringstechnieken,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERPA,1,J,G000745,3,Annelies Decloedt|Ann Martens|Dominique Paepe|Yves Samoy,klinische vaardigheden|klinisch onderzoek|verbanden en spalken|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
MABA,GMDIERPA,1,J,G000746,5,Ann Martens|Frank Gasthuys|Maarten Oosterlinck|Frederik Pille|Stijn Schauvliege|Lieven Vlaminck,heelkunde|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,participatie|vaardigheidstest
MABA,GMDIERPA,1,J,G000751,6,Koen Chiers|Leen Van Brantegem,orgaanpathologie|macroscopie|microscopie|pathogenese,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie
MABA,GMDIERPA,2,1,G000752,6,Hilde De Rooster|Frank Gasthuys|Ann Martens|Frederik Pille|Ingeborgh Polis|Bernadette Van Ryssen|Lieven Vlaminck,heelkunde|anesthesie|orthopedie|weke delen chirurgie|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERPA,2,1,G000753,5,Sylvie Daminet|Sofie Bhatti|Koen Chiers|Myriam Hesta|Dominique Paepe|Pascale Smets|Leen Van Brantegem|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Ann Van Soom,inwendige ziekten|gezelschapsdieren|hond|kat,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen,participatie|vaardigheidstest
MABA,GMDIERPA,2,1,G000754,4,Gunther van Loon|Koen Chiers|Laurence Lefère|Bart Pardon|Leen Van Brantegem,inwendige ziekten|grote huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
MABA,GMDIERPA,2,1,G000755,4,Geert Opsomer|Peter Daels|Jan Govaere|Dominiek Maes,voortplanting|verloskunde|grote huisdieren.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERPA,2,1,G000756,4,Sarne De Vliegher|Piet Vanthemsche,"(beroeps)aansprakelijkheid|dierengezondheid|dierenwelzijn|epidemiologische bewaking|(gerechtelijke) expertise|gerechtelijke organisatie|handel in dieren|identificatie en registratie van dieren|orde der dierenartsen|plichtenleer|tuchtrecht|beroepsethiek|ethiek|proefdier|voedselveiligheid|zoönose|diergeneesmiddel|tariefbepaling|boekhouding|swot-analyse|businessplan|balans|resultatenrekening|btw,",periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,
MABA,GMDIERPA,2,1,G000757,4,An Garmyn|Kris Baert|Gunther Antonissen|Tom Hellebuyck|Katleen Hermans,infectieuze en niet-infectieuze ziekten|vogels|bijzondere dieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERPA,2,1,G000758,3,Annelies Decloedt|Peter Daels|Hilde De Rooster|Jan Govaere|Geert Opsomer|Ingeborgh Polis|Stijn Schauvliege|Katrien Vanderperren|Lieven Vlaminck,klinische vaardigheden|anesthesie|chirurgie|medische beeldvorming|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
MABA,GMDIERPA,2,J,G000774,8,Pieter Cornillie|Sylvie Daminet,masterproef|stage|kritisch denken|analytisch vermogen|zelfstandig werken|wetenschappelijk rapporteren|perspectief van het werkveld,periodegebonden|niet-periodegebonden,portfolio|werkstuk|verslag,portfolio|werkstuk|verslag,gedragsevaluatie op de werkvloer
MABA,GMDIERPA,3,J,G000779,6,Pieter Cornillie,masterproef|kritisch denken|analytisch vermogen|zelfstandig werken|wetenschappelijk rapporteren|eindverhandeling,periodegebonden|niet-periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,gedragsevaluatie op de werkvloer
MABA,GMDIERPA,3,J,G000787,3,Frank Gasthuys,stage. eerstelijnsdiergeneeskunde. paard,periodegebonden|niet-periodegebonden,participatie|gedragsevaluatie op de werkvloer|verslag,participatie|gedragsevaluatie op de werkvloer|verslag,participatie|gedragsevaluatie op de werkvloer|verslag
MABA,GMDIERPA,3,J,G000815,16,Katrien Vanderperren|Filip Boyen|Peter Daels|Dominique De Clercq|Jan Govaere|Maarten Haspeslagh|Ann Martens|Hans Nauwynck|Frederik Pille|Stijn Schauvliege|Gunther van Loon,masterproef - geïntegreerd klinisch probleem oplossen - portfolio,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|mondeling examen|portfolio,schriftelijk examen met meerkeuzevragen|mondeling examen|portfolio,participatie|werkstuk
MABA,GMDIERVP,1,1,G000219,5,Frank Pasmans|Chloë De Witte|Freddy Haesebrouck,bacteriële ziekten|zoönosen|huisdieren,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
MABA,GMDIERVP,1,1,G000238,5,Hans Nauwynck,virale ziekten|prionziekten|zoönosen|epizoötiologie|pathogenese|immuniteit|pathology|kliniek|diagnose|vaccinatie,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERVP,1,1,G000742,3,Eric Cox,immunopathologie|huisdieren|nutsdieren|overgevoeligheidsreacties|autoimmuunziekten|immunodeficiënties|immunomodulatie|transplantatie. onderzoek en valorisatie|wetenschappelijke integriteit|internationalisatie|multidisciplinariteit|maatschappelijke relevantie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen,
MABA,GMDIERVP,1,1,G000747,5,Mathias Devreese|Siska Croubels,farmacologie|geneesmiddelenklassen|wetgeving geneesmiddelendepot|voorschriftenleer,periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERVP,1,2,G000748,4,Siska Croubels|Gunther Antonissen,giftige planten|zware metalen|milieu- en voedsel/voedercontaminanten|giftige gassen|mycotoxines|insecticiden|pesticiden|herbiciden|diverse organische en anorganische gifstoffen|giftige voedingsmiddelen,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
MABA,GMDIERVP,1,2,G000749,5,Sarah Gabriël|Lynn Vanhaecke,chemische gevaren|keuring|controle|levensmiddelenhygiëne|levensmiddelenwetgeving|auditing|autocontrole|kwaliteitssystemen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|werkstuk|gedragsevaluatie op de werkvloer|verslag
MABA,GMDIERVP,1,2,G000750,5,Luc Peelman|Bart Broeckx,"erfelijke aandoeningen|erfelijkheidsgraad|fokwaarde|selectie,  fokadvies",periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
MABA,GMDIERVP,1,J,G000008,5,Edwin Claerebout|Pierre Dorny|Bruno Levecke|Hilde Van Meirhaeghe,parasitaire ziekten|dieren|epidemiologie|pathologie|diagnose|behandeling|controle|zoönosen,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERVP,1,J,G000743,5,Ingeborgh Polis|Eveline Capiau|Sylvie Daminet|Tiny De Keuster|Hilde De Rooster|Dominique Paepe|Pascale Smets|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Bernadette Van Ryssen|Ann Van Soom|Leen Verhaert,algemeen onderzoek|hond & kat|klinisch lichamelijk onderzoek,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,
MABA,GMDIERVP,1,J,G000744,4,Bart Pardon|Annelies Decloedt|Jan Govaere|Geert Opsomer|Gunther van Loon,klinisch onderzoek|grote huisdieren|bloedonderzoek|bemonsteringstechnieken,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERVP,1,J,G000745,3,Annelies Decloedt|Ann Martens|Dominique Paepe|Yves Samoy,klinische vaardigheden|klinisch onderzoek|verbanden en spalken|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
MABA,GMDIERVP,1,J,G000746,5,Ann Martens|Frank Gasthuys|Maarten Oosterlinck|Frederik Pille|Stijn Schauvliege|Lieven Vlaminck,heelkunde|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen|mondeling examen,schriftelijk examen|mondeling examen,participatie|vaardigheidstest
MABA,GMDIERVP,1,J,G000751,6,Koen Chiers|Leen Van Brantegem,orgaanpathologie|macroscopie|microscopie|pathogenese,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie
MABA,GMDIERVP,2,1,G000752,6,Hilde De Rooster|Frank Gasthuys|Ann Martens|Frederik Pille|Ingeborgh Polis|Bernadette Van Ryssen|Lieven Vlaminck,heelkunde|anesthesie|orthopedie|weke delen chirurgie|huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERVP,2,1,G000753,5,Sylvie Daminet|Sofie Bhatti|Koen Chiers|Myriam Hesta|Dominique Paepe|Pascale Smets|Leen Van Brantegem|Isabel Van de Maele|Sophie Vandenabeele|Luc Van Ham|Ann Van Soom,inwendige ziekten|gezelschapsdieren|hond|kat,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen,participatie|vaardigheidstest
MABA,GMDIERVP,2,1,G000754,4,Gunther van Loon|Koen Chiers|Laurence Lefère|Bart Pardon|Leen Van Brantegem,inwendige ziekten|grote huisdieren,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest
MABA,GMDIERVP,2,1,G000755,4,Geert Opsomer|Peter Daels|Jan Govaere|Dominiek Maes,voortplanting|verloskunde|grote huisdieren.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|participatie|gedragsevaluatie op de werkvloer,schriftelijk examen met meerkeuzevragen,participatie|vaardigheidstest|gedragsevaluatie op de werkvloer
MABA,GMDIERVP,2,1,G000756,4,Sarne De Vliegher|Piet Vanthemsche,"(beroeps)aansprakelijkheid|dierengezondheid|dierenwelzijn|epidemiologische bewaking|(gerechtelijke) expertise|gerechtelijke organisatie|handel in dieren|identificatie en registratie van dieren|orde der dierenartsen|plichtenleer|tuchtrecht|beroepsethiek|ethiek|proefdier|voedselveiligheid|zoönose|diergeneesmiddel|tariefbepaling|boekhouding|swot-analyse|businessplan|balans|resultatenrekening|btw,",periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|openboekexamen,
MABA,GMDIERVP,2,1,G000757,4,An Garmyn|Kris Baert|Gunther Antonissen|Tom Hellebuyck|Katleen Hermans,infectieuze en niet-infectieuze ziekten|vogels|bijzondere dieren,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|gedragsevaluatie op de werkvloer
MABA,GMDIERVP,2,1,G000758,3,Annelies Decloedt|Peter Daels|Hilde De Rooster|Jan Govaere|Geert Opsomer|Ingeborgh Polis|Stijn Schauvliege|Katrien Vanderperren|Lieven Vlaminck,klinische vaardigheden|anesthesie|chirurgie|medische beeldvorming|communicatie,niet-periodegebonden,,,participatie|vaardigheidstest
