Diploma,Opleiding,Jaar,Semester,Cursuscode,Studiepunten,Lesgevers,Trefwoorden,Evaluatiemomenten,Evaluatievormen PGE1,Evaluatievormen PGE2,Evaluatievormen NPGE
BACH,DBKINE,1,1,D000854,5,Marleen Van Troys,algemene chemie|organische chemie|algemene biochemie|biologisch systeem.,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,1,D001082,4,Patrick Calders,celmembraan|cytoplasma|nucleus|celdeling|genetica|epitheel|bind- en steunweefsel|spierweefsel|zenuwweefsel.,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,1,D002672,7,Tom Van Hoof,anatomie|osteologie|wervelzuil en romp|nek|hals|bovenste lidmaat|onderste lidmaat,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,mondeling examen
BACH,DBKINE,1,1,D012713,4,Ignaas Devisch,gezondheid|filosofie|ethiek|maatschappij|gezondheidszorg,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,1,D012715,4,Damien Van Tiggelen|Erik Witvrouw,gezondheidszorg|methodisch handelen|icf|houdingen en bewegingen|spierwerk|onderzoeksmethoden en klinisch redeneren.,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,2,D000580,5,Patrick Calders|Tom Van Hoof,hart en bloedvaten|bloed|lymfe|ademhaling|spijsvertering|excretie|endocrien stelsel|voortplanting,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,2,D000829,3,Danny De Looze,maag-en darmziekten|leverziekten|nierziekten|diabetes|obesitas|bloedziekten|infectieziekten|allergie|kanker.,periodegebonden,schriftelijk examen met meerkeuzevragen,mondeling examen,
BACH,DBKINE,1,2,D001249,5,Karolien De Bosscher|Kris Gevaert,"metabolisme|metabole energie|mechanismen en regulatie, cellulaire en orgaanwerking vanuit biochemisch oogpunt. genetische informatiestroom|dna|(m)rna|eiwitsynthese|eiwitmodificaties en controle van genexpressie.",periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,2,D002664,3,Evi Wezenbeek|Roel De Ridder|Christine Van den Broeck|Erik Witvrouw,"kinesitherapeutisch onderzoek, kinesiologie|onderste lidmaat.",periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBKINE,1,2,D002801,4,Jo Van Dorpe|Liesbeth Ferdinande|Philip Roosen,pathologie van de cel|ontsteking|hemodynamische stoornissen|immuunpathologie|neoplasie|ziekten in verband met milieu en voeding|botweefsel|kraakbeen|bindweefsel en zenuwweefsel.,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,1,2,D012714,3,André Vyt,gedragsdomeinen|gedragsmechanismen|bewustzijn|aandacht|persoonlijkheid|motivatie|communicatie|interactie|waarneming|handelen|denken|geheugen|emotie|affectie|zelfbewustzijn|zelfsturing|sociale processen|exploratie|leren|observatie|interpretatie|gedragsmodellen|gedragsonderzoek|gedragsevolutie|gedragsontwikkeling|gedragsdynamiek|evolutionaire psychologie|neuropsychologie|omgevingspsychologie|sociale psychologie|gedragsgenetica|aangeboren gedragspatronen|leermechanismen|gedragsdeterminanten|psychodiagnostiek|gedragsstoornissen.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBKINE,1,2,D012716,3,Pascal Coorevits|Mira Meeus|Jessica Van Oosterwijck,methodologie biostatistiek evidence based medicine introductie pubmed,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBKINE,1,J,D012242,5,Matthieu Lenoir|Greet Cardon|Koen Van Herck,volksgezondheid|epidemiologie|bewegingsvorming|didactiek.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,participatie|vaardigheidstest
BACH,DBKINE,2,1,D001395,3,Carlos De Wagter|Luc Vanden Bossche,fysica|elektrotherapie|thermotherapie|hydrotherapie.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|gedragsevaluatie op de werkvloer
BACH,DBKINE,2,1,D001853,5,Jan Bourgois|Louise Declercq|Jan Boone,inspanningsfysiologie|acute en chronische aanpassingen aan inspanning|trainingsleer|maximale kracht|aërobe uithouding,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBKINE,2,1,D002671,3,Ann Cools,"kinesitherapeutisch onderzoek, kinesiologie|bovenste lidmaat",periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|vaardigheidstest,participatie
BACH,DBKINE,2,1,D002674,3,Patrick Calders|Senne Braem|Katharina D'Herde,neuroanatomie neurofysiologie neuropsychologie.,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,2,1,D012209,5,Heleen Demeyer|Patrick Calders|FRANK TIMMERMANS|Tom Van Hoof,cardiovasculaire anatomie|cardiaal onderzoek|cardiologie|cardiale revalidatie met inbegrip van diabetes.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBKINE,2,1,D012720,4,Matthieu Lenoir|Frederik Deconinck|Hilde Van Waelvelde,motorische controle - motorisch leren - motorische ontwikkeling - klinisch neurologisch onderzoek,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen|werkstuk,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen|werkstuk,
BACH,DBKINE,2,1,D012721,3,Tine Willems|Barbara Cagnie|Lieven Danneels,kinesitherapeutisch onderzoek|anatomie|kinesiologie|wervelzuil|klinisch redeneren,periodegebonden,schriftelijk examen|mondeling examen|vaardigheidstest,schriftelijk examen|mondeling examen|vaardigheidstest,
BACH,DBKINE,2,2,D001794,4,Eric Derom|Tom Van Hoof,obstructieve|restrictieve en infectieuze longaandoeningen|bronchusdeformaties|respiratoire insufficiëntie|ademhalingsoefeningen|expectoratie|hyperventilatiesyndroom|respiratoire revalidatie|inhalatietherapie|perioperatieve kinesitherapie|ziekenhuisinfecties|spirometrie,periodegebonden,schriftelijk examen|mondeling examen|vaardigheidstest,schriftelijk examen|mondeling examen|vaardigheidstest,
BACH,DBKINE,2,2,D002675,4,Jan De Bleecker,neurologie,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBKINE,2,2,D012717,3,André Vyt|Marie-Anne Vanderhasselt,gedragsontwikkeling|gedragsbeïnvloeding|gedragscontrole|gedragsverandering|motivatiepsychologie|gezondheidspsychologie|medische psychologie|ontwikkelingspsychologie|levenslooppsychologie|mentale en psychomotorische ontwikkeling.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBKINE,2,2,D012718,4,Pascal Coorevits|Mira Meeus|Dominique Van de Velde|Jessica Van Oosterwijck,methodologie biostatistiek evidence based medicine wetenschappelijke literatuur opzoeken onderzoeksdatamanagement,periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,
BACH,DBKINE,2,2,D012719,8,Annelies Maenhout|Birgit Castelein|Damien Van Tiggelen,klinisch redeneren|mobiliseren|oefentherapie|massage|stretching|taping extremiteiten.,periodegebonden,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest,
BACH,DBKINE,2,2,D012722,3,Thomas Matheve|Barbara Cagnie|Lieven Danneels|Tine Willems,kinesitherapeutisch handelen|oefentherapie|circulatoire oefeningen|mobiliserende oefeningen|sensorimotorische controleoefeningen|stretching|myofaciale oefeningen|spierversterkende oefeningen|thuisoefeningen|ergnonomie|hef-|til- en transfertechnieken|educatie|klinisch redeneren.,periodegebonden,schriftelijk examen|mondeling examen|vaardigheidstest,schriftelijk examen|mondeling examen|vaardigheidstest,
BACH,DBKINE,2,J,D002424,3,Damien Van Tiggelen|Ignaas Devisch|Kasper Raus|Philip Roosen,methodisch handelen – deontologie – exploratie werkveld – leerdoelen - communicatie,niet-periodegebonden,,,participatie|werkstuk|verslag
BACH,DBKINE,2,J,D012781,5,Greet Cardon|Marc Coppens|Matthieu Lenoir,didactiek bewegingsvorming|zwemmen|aangepaste zwemvormen|dringende hulpverlening.,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,participatie|werkstuk|simulatie|vaardigheidstest
BACH,DBKINE,3,1,D001616,6,Dirk Cambier|Anke Van Bladel,"neuroplasticiteit|herstel|neurodegeneratie|ziekte van parkinson|dwarslaesie|cerebrovasculair accident|hemiplegie,  testing/evaluatie|empirische cyclus|didaktische werkprincipes en oefenmethoden en -concepten",periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest|verslag,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBKINE,3,1,D001816,9,Erik Witvrouw|Roel De Ridder|Luc Vanden Bossche|Tom Van Hoof|Jan Victor|Evi Wezenbeek,onderste lidmaat|orthopedie|heelkunde|biomechanica|medische beeldvorming|topografische anatomie|revalidatie .,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,portfolio|participatie|werkstuk|simulatie|vaardigheidstest|gedragsevaluatie op de werkvloer
BACH,DBKINE,3,1,D012210,4,Jessica Van Oosterwijck|Mira Meeus|VANESSA SMITH,kinesitherapie|revalidatie|klinisch redeneren|reumatologie|artritis|fibromyalgie|chronisch vermoeidheidssyndroom|genetische bindweefselziekten,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,3,1,D012724,3,Hilde Van Waelvelde|Daniël De Wolf|Arnaud Vanlander,pediatrie - neurologische|inwendige en musculoskeletale aandoeningen bij kinderen - psyschopathologie bij kinderen - developmental coordination disorder - meten en observeren van motorische ontwikkeling - alarmsignalen in de motorische ontwikkeling - variante versus pathologische ontwikkeling,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie|werkstuk|peer-evaluatie
BACH,DBKINE,3,2,D000643,7,Ann Cools|Adelheid Steyaert|Tom Van Hoof|Jan Victor,bovenste lidmaat|orthopedie|heelkunde|biomechanica|medische beeldvorming|topografische anatomie|revalidatie.,periodegebonden,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|mondeling examen|vaardigheidstest,
BACH,DBKINE,3,2,D000790,6,Vincent Dewitte|BART POFFYN|Tom Van Hoof,lumbale wervelzuil|bekken|revalidatiewetenschappen en kinesitherapie|orthopedie|heelkunde|biomechanica|medische beeldvorming|topografische anatomie.,periodegebonden,schriftelijk examen|mondeling examen|vaardigheidstest,schriftelijk examen|mondeling examen|vaardigheidstest,
BACH,DBKINE,3,2,D002803,5,Dirk Cambier|Nele Van Den Noortgate,biologische veroudering (algemeen & bewegingsstelsel) - geriatrische pathologie - assessment based practice: klinische evaluatie & oefentherapie,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBKINE,3,2,D012725,5,Christine Van den Broeck,vertraagde motore ontwikkeling - alarmsignalen en een aantal handlingsconcepten bij vaak voorkomende pathologieën in de kinderrevalidatie,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBKINE,3,J,D000348,3,Peter Vermeir|Philip Roosen,communicatie|slecht nieuws|emotie verwerking|weerstand|motivatie|multidisciplinaire samenwerking|teamwerk|diversiteit.,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBKINE,3,J,D002806,8,Erik Witvrouw|Dirk Cambier,anamnese – onderzoek - behandeling – evaluatie – klinisch redeneren,niet-periodegebonden,,,portfolio|participatie|gedragsevaluatie op de werkvloer|peer-evaluatie|verslag
BACH,DBKINE,3,J,D012723,4,Mira Meeus|Pascal Coorevits|Robby De Pauw|Jessica Van Oosterwijck,leeronderzoek: wetenschappelijk onderzoek|onderzoeksmethodologie|systematische literatuurstudie,niet-periodegebonden,,,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|mondeling examen|portfolio|participatie|werkstuk|peer-evaluatie
BACH,DBLGAUAU,1,1,D002878,4,John Van Borsel|Evelien D'haeseleer,logopedie|communicatie,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,1,1,D012247,6,Patrick Wouters,algemene|menselijke fysiologie,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie
BACH,DBLGAUAU,1,1,D012259,5,Jimmy Van den Eynden|Sofie Claeys|Ingeborg Dhooge,anatomie|gehoor|evenwicht|craniale zenuwen|stem en spraak,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen
BACH,DBLGAUAU,1,1,D012260,5,Anne Vral|Kurt Tournoy,anatomie|weefselleer|celleer,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,1,1,D012261,3,Robert Hartsuiker,algemene psychologie,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,1,1,D012479,4,Marleen Van Troys,chemische basis van (levende) materie|chemische verbindingen|intermoleculaire krachten|chemische reacties|organische verbindingen|biochemische bouwstenen,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen,
BACH,DBLGAUAU,1,2,D000433,3,Claudia Claes|Sarah De Pauw,orthopedagogiek|personen met een beperking/handicap|hulpverlening/ondersteuning,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,DBLGAUAU,1,2,D001508,4,Eric Mortier|Kasper Raus,ethiek|geschiedenis geneeskunde,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,1,2,D002881,3,Sylvie Tack|Sebastiaan Vandenbogaerde,privaatrecht & gezondheidsrecht,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,1,2,D012244,3,Gwendolyn Portzky,medische psychologie|cognitieve psychologie|sociale psychologie|gedragspsychologie|persoonlijkheidspsychologie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBLGAUAU,1,2,D012245,7,Bart Vinck|Sofie Degeest,akoestiek|psychoakoestiek|stemvorkproeven|klinische audiologie|audiometrie|spraakaudiometrie en aanverwante metingen|oto-admittantiemmetrie,periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAUAU,1,2,D012262,3,Bruno Vanobbergen|Lieselot De Wilde,pedagogisch driestromenland|opvoeding|pedagogische kwestie|pedagogische relatie|pedagogische basisbegrippen|pedagogische contexten.,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBLGAUAU,1,2,D013264,6,Carlos De Wagter|Kate Duquesne|Barbara Vanderstraeten,basis fysica|mechanica|trillingen en geluidsgolven,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,1,J,D012263,4,Kristiane Van Lierde|Kim Bettens,logopedische relaxatie- en ademhalingstechnieken|stem-|spraak- en taalvaardigheden|presentatietechnieken|geschreven taal|kijkstage/observatie van beroepenveld logopedie en audiologie,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAUAU,2,1,D000564,4,Patrick Santens,anatomie|structuur|functie|centrale zenuwstelsel|hersenen|hersenstam|ruggenmerg|cerebellum,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,2,1,D000691,3,Paul Coucke,het humaan genoom|overervingswijzen bij de mens|chromosomale afwijkingen|monogenische syndromen met spraak- en/of gehoorsstoornissen,periodegebonden,schriftelijk examen,mondeling examen,
BACH,DBLGAUAU,2,1,D000772,4,Hannah Keppler|Sofie Degeest,problematiek en remediëring van slechthorendheid/ doofheid,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,2,1,D002883,3,Ans Baeyens,elektriciteit|magnetisme|microfoon|versterker|luidspreker|basis-ruimte akoestiek en geluidsmetingen.,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,2,1,D012248,3,Inge Antrop,ontwikkelingspsychologie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,werkstuk
BACH,DBLGAUAU,2,1,D012249,5,Evelien D'haeseleer|Kim Bettens|Paul Corthals,fonetiek|psycholinguïstiek|gehoor|spraak|taal|taalontwikkeling|fonetisch schrift|ademhaling|articulatie|stem,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,2,1,D012251,3,Miet De Letter|John Van Borsel,linguïstiek|taalkunde,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,2,1,D013272,6,Miet De Letter|Evelien D'haeseleer|John Van Borsel,communicatiestoornissen,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,2,2,D000214,3,Matthieu Lenoir,"psychomotoriek|motorische ontwikkeling, perceptie - actie interactie",periodegebonden,mondeling examen|werkstuk,mondeling examen|werkstuk,
BACH,DBLGAUAU,2,2,D001496,3,Martin Valcke,leren|instructie|onderwijskunde|epistemologie|behaviorisme|cognitivisme|sociaal constructivisme,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,werkstuk
BACH,DBLGAUAU,2,2,D002021,3,Evelien D'haeseleer|Paul Corthals,fonologie|semantiek|syntaxis|morfologie|pragmatiek|meta-linguïstiek|kindertaal|eenwoordzinperiode|tweewoordzinperiode|differentiatieperiode,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAUAU,2,2,D002897,7,Leen Maes|Bart Vinck,klinische audiologie|auditief geëvokeerde potentialen|oto-akoestische emissies,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,vaardigheidstest
BACH,DBLGAUAU,2,2,D012266,7,Hannah Keppler|Sofie Degeest,hoortoestellen,periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAUAU,2,2,D012288,3,Pascal Coorevits,datainbreng|datacleaning|beschrijvende numerieke en grafische statistiek|inferentiële statistiek|wetenschappelijke integriteit|onderzoeksdatamanagement,periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,
BACH,DBLGAUAU,2,2,D012791,3,Hannah Keppler|Kim Bettens,reflecteren|(inter)professionele ontwikkeling|feedback|intervisiemethoden,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,peer-evaluatie|verslag
BACH,DBLGAUAU,3,1,D000111,3,Dick Botteldooren,geluidspropagatie|akoestische materialen|ruimte-akoestiek|akoestische beschrijving van het oor|psycho-akoestiek|effecten van geluid,periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAUAU,3,1,D012264,3,Gilbert Lemmens,psychiatrie|stemmingsstoornissen|psychotische stoornissen|angststoornissen|eetstoornis|kinderpsychiatrie|alcohol en middelengerelateerde stoornissen|somatische symptoomstoornis,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBLGAUAU,3,1,D012265,3,John Van Borsel|Miet De Letter,wetenschappelijk onderzoek,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,3,1,D012789,6,Leen Maes,anatomie en fysiologie van het evenwicht|evenwichtsonderzoek|vestibulaire pathologieën,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,werkstuk
BACH,DBLGAUAU,3,1,D012790,4,Bart Vinck|Sofie Degeest|Hannah Keppler|Leen Maes,"frequentiespecifieke abr, beengeleidings abr, auditory steady state respons (assr)|tinnitus|hyperacousis|electrocochleografie|efferente suppressie van otoakoestische emissies",periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,3,1,D012996,3,Hannah Keppler|Sofie Degeest|Bart Vinck,fysiopathologie van lawaaigeïnduceerd gehoorverlies|industriële en recreatieve lawaaiblootstelling|gehoorbescherming|hoorzorgprogramma's,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,3,1,D013265,3,Peter Vermeir,communicatie|slecht nieuws|emotie verwerking|weerstand|motivatie,periodegebonden,schriftelijk examen met meerkeuzevragen|vaardigheidstest,schriftelijk examen met meerkeuzevragen|vaardigheidstest,
BACH,DBLGAUAU,3,1,D013266,4,Nele Van Den Noortgate,gerontologie en geriatrie - geriatrische syndromen en ouderdomsziekten - multidisciplinaire zorg,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|werkstuk,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen|werkstuk,participatie
BACH,DBLGAUAU,3,2,D000188,3,Luc Leybaert,"transducerkanalen|receptorpotentialen|haarcellen,elektromotiele responsen|afferente en efferente innervatie|connecties naar het centraal zenuwstelsel",periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAUAU,3,2,D000288,3,Pascal Coorevits,univariate analyse|multivariate analyse|zelfstandig data-analyse|wetenschappelijke integriteit|onderzoeksdatamanagement,periodegebonden|niet-periodegebonden,schriftelijk examen|vaardigheidstest,schriftelijk examen|vaardigheidstest,werkstuk
BACH,DBLGAUAU,3,2,D012254,4,SOPHIE Vanhaesebrouck,pediatrie neuropediatrie neonatologie,periodegebonden,schriftelijk examen met meerkeuzevragen,mondeling examen,
BACH,DBLGAUAU,3,2,D012255,4,Paul Boon,neurologie|neurofysiologie|neuroanatomie|neurologische ziektebeelden,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen,
BACH,DBLGAUAU,3,2,D012997,6,Hannah Keppler|Sofie Degeest,gehoorverlies|revalidatie van gehoorverlies|hoortoestellen,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,DBLGAUAU,3,J,D012253,4,Ingeborg Dhooge|Sofie Claeys|Els De Leenheer|Peter Tomassen,laryngologie|otologie|rhinologie|pathofysiologie|pathologie,periodegebonden|niet-periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,verslag
BACH,DBLGAUAU,3,J,D012268,7,Leen Maes|Marc Coppens|Kristiane Van Lierde,audiologische observatie-participatiestage|teamworking|multidisciplinariteit|audiologische deontologie|internationale en interculturele competenties,niet-periodegebonden,,,
BACH,DBLGAULO,1,1,D002878,4,John Van Borsel|Evelien D'haeseleer,logopedie|communicatie,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAULO,1,1,D012247,6,Patrick Wouters,algemene|menselijke fysiologie,periodegebonden|niet-periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,participatie
BACH,DBLGAULO,1,1,D012259,5,Jimmy Van den Eynden|Sofie Claeys|Ingeborg Dhooge,anatomie|gehoor|evenwicht|craniale zenuwen|stem en spraak,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,schriftelijk examen
BACH,DBLGAULO,1,1,D012260,5,Anne Vral|Kurt Tournoy,anatomie|weefselleer|celleer,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAULO,1,1,D012261,3,Robert Hartsuiker,algemene psychologie,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
BACH,DBLGAULO,1,1,D012479,4,Marleen Van Troys,chemische basis van (levende) materie|chemische verbindingen|intermoleculaire krachten|chemische reacties|organische verbindingen|biochemische bouwstenen,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen,
BACH,DBLGAULO,1,2,D000433,3,Claudia Claes|Sarah De Pauw,orthopedagogiek|personen met een beperking/handicap|hulpverlening/ondersteuning,periodegebonden|niet-periodegebonden,schriftelijk examen,schriftelijk examen,werkstuk
BACH,DBLGAULO,1,2,D001508,4,Eric Mortier|Kasper Raus,ethiek|geschiedenis geneeskunde,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAULO,1,2,D002881,3,Sylvie Tack|Sebastiaan Vandenbogaerde,privaatrecht & gezondheidsrecht,periodegebonden,schriftelijk examen,schriftelijk examen,
BACH,DBLGAULO,1,2,D012244,3,Gwendolyn Portzky,medische psychologie|cognitieve psychologie|sociale psychologie|gedragspsychologie|persoonlijkheidspsychologie,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBLGAULO,1,2,D012245,7,Bart Vinck|Sofie Degeest,akoestiek|psychoakoestiek|stemvorkproeven|klinische audiologie|audiometrie|spraakaudiometrie en aanverwante metingen|oto-admittantiemmetrie,periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAULO,1,2,D012262,3,Bruno Vanobbergen|Lieselot De Wilde,pedagogisch driestromenland|opvoeding|pedagogische kwestie|pedagogische relatie|pedagogische basisbegrippen|pedagogische contexten.,periodegebonden,schriftelijk examen met open vragen,schriftelijk examen met open vragen,
BACH,DBLGAULO,1,2,D013264,6,Carlos De Wagter|Kate Duquesne|Barbara Vanderstraeten,basis fysica|mechanica|trillingen en geluidsgolven,periodegebonden,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,schriftelijk examen met open vragen|schriftelijk examen met meerkeuzevragen,
BACH,DBLGAULO,1,J,D012263,4,Kristiane Van Lierde|Kim Bettens,logopedische relaxatie- en ademhalingstechnieken|stem-|spraak- en taalvaardigheden|presentatietechnieken|geschreven taal|kijkstage/observatie van beroepenveld logopedie en audiologie,periodegebonden|niet-periodegebonden,mondeling examen,mondeling examen,
BACH,DBLGAULO,2,1,D000564,4,Patrick Santens,anatomie|structuur|functie|centrale zenuwstelsel|hersenen|hersenstam|ruggenmerg|cerebellum,periodegebonden,schriftelijk examen met meerkeuzevragen,schriftelijk examen met meerkeuzevragen,
